LIMIT_BAL,AGE,PAY_AMT1,EDUCATION,MARRIAGE,Default,SHAP_LIMIT_BAL,SHAP+_LIMIT_BAL,Q-SHAP+_LIMIT_BAL,SHAP_AGE,SHAP+_AGE,Q-SHAP+_AGE,SHAP_PAY_AMT1,SHAP+_PAY_AMT1,Q-SHAP+_PAY_AMT1,SHAP_EDUCATION,SHAP+_EDUCATION,Q-SHAP+_EDUCATION,SHAP_MARRIAGE,SHAP+_MARRIAGE,Q-SHAP+_MARRIAGE
1,1,0,1,0,0,-0.41266227,-0.18017733097076416,0.06248816192064971,0.030782968,0.03802916407585144,0.07980934304300269,0.22955829,-0.10112696886062622,-0.009714357608478275,-0.069942445,-0.06889474391937256,-0.09111446479646607,0.07784121,-0.07296082377433777,-0.0051391550401707065
0,0,1,0,1,0,0.3467544,-0.18983954191207886,-0.04095333235839921,-0.041590385,0.03508162498474121,-0.02295100170370301,-0.23183864,-0.08488374948501587,0.0900707445840036,-0.019067902,0.005389094352722168,0.26180318003399333,-0.091076,-0.08087712526321411,0.10905981985428659
1,1,0,0,1,0,-0.35572243,-0.1244402527809143,0.11587428574870645,0.06254624,0.05443015694618225,0.14799364130640885,0.30239913,-0.18482115864753723,-0.03989121595653733,0.07325456,-0.11121413111686707,-0.010075624689783957,-0.0736567,-0.03064143657684326,-0.08617799514685281
0,1,1,1,0,0,0.34641078,-0.1940808892250061,0.015815604412418804,0.024557743,0.024683594703674316,-0.07684904991932084,-0.23078296,-0.08722341060638428,0.03695819989975263,0.010919802,0.01249074935913086,0.08773484139247967,0.077562936,-0.045773863792419434,0.07742382400042103
0,1,1,0,1,1,0.3510205,-0.20849385857582092,0.06494548754807461,0.049349874,0.03508162498474121,-0.02295100170370301,-0.24543235,-0.10076755285263062,0.011037582244094513,0.0029755803,-0.014745950698852539,0.15179409583452264,-0.054298706,-0.018537163734436035,0.013364569558378059
1,1,1,0,0,0,-0.4128407,-0.18637222051620483,0.12661129904779056,0.02459127,0.006218135356903076,0.16170686235989462,-0.2754541,-0.17480379343032837,-0.07776796916205225,0.0008410574,0.00478208065032959,-0.023060853242892088,0.07935234,-0.040658801794052124,-0.04830124194133789
1,0,1,0,1,0,-0.42656276,-0.18983954191207886,-0.04095333235839921,-0.041152317,0.016427308320999146,0.0829478182027708,-0.26887766,-0.14681831002235413,0.025154607147100716,-0.01653052,0.02088668942451477,0.17959001209712838,-0.08884992,-0.05086797475814819,0.030457802215785923
0,1,1,1,1,1,0.36528137,-0.20836904644966125,-0.035331491480164345,0.018767737,0.014946579933166504,-0.1329600859031737,-0.25147143,-0.10140073299407959,0.06394308633166773,-0.0059022903,-0.014745950698852539,0.15179409583452264,-0.08213825,-0.045773863792419434,0.07742382400042103
0,1,1,1,0,0,0.34641078,-0.1940808892250061,0.015815604412418804,0.024557743,0.024683594703674316,-0.07684904991932084,-0.23078296,-0.08722341060638428,0.03695819989975263,0.010919802,0.01249074935913086,0.08773484139247967,0.077562936,-0.045773863792419434,0.07742382400042103
0,0,1,0,1,0,0.3467544,-0.18983954191207886,-0.04095333235839921,-0.041590385,0.03508162498474121,-0.02295100170370301,-0.23183864,-0.08488374948501587,0.0900707445840036,-0.019067902,0.005389094352722168,0.26180318003399333,-0.091076,-0.08087712526321411,0.10905981985428659
1,1,1,1,1,0,-0.45444798,-0.20836904644966125,-0.035331491480164345,-0.008407808,-0.019080519676208496,-0.045125077088073895,-0.23458347,-0.08822816610336304,0.02170152553953031,-0.022912063,-0.014621138572692871,0.05151711680628368,-0.11306769,-0.060062021017074585,0.026276728107837877
1,1,0,1,0,0,-0.41266227,-0.18017733097076416,0.06248816192064971,0.030782968,0.03802916407585144,0.07980934304300269,0.22955829,-0.10112696886062622,-0.009714357608478275,-0.069942445,-0.06889474391937256,-0.09111446479646607,0.07784121,-0.07296082377433777,-0.0051391550401707065
1,1,1,0,1,0,-0.4361888,-0.20849385857582092,0.06494548754807461,0.035895992,0.016427308320999146,0.0829478182027708,-0.2945205,-0.18482115864753723,-0.03989121595653733,0.0184858,-0.014621138572692871,0.05151711680628368,-0.08886129,-0.040658801794052124,-0.04830124194133789
0,0,0,1,1,0,0.34251383,-0.20133733749389648,-0.08853429891690695,-0.0017243875,-0.025700747966766357,-0.08661888712622756,0.2166711,-0.14204806089401245,0.11028428510861388,0.04710091,0.06255340576171875,0.24158963950938306,-0.03651224,0.0014631152153015137,0.12322477779432556
1,0,1,0,0,1,-0.44069302,-0.21984869241714478,0.03764868528010146,-0.042893134,0.006218135356903076,0.16170686235989462,-0.23143367,-0.11341333389282227,-0.023124806536813203,0.015458373,-0.023506879806518555,0.11844645516651192,0.08892768,-0.05086797475814819,0.030457802215785923
1,1,0,1,1,0,-0.44602555,-0.2215416133403778,0.006910069311973077,-0.022426106,-0.04590502381324768,0.008825481102652466,0.2340402,-0.08822816610336304,0.02170152553953031,-0.0964389,-0.11121413111686707,-0.010075624689783957,-0.11209413,-0.07296082377433777,-0.0051391550401707065
1,1,0,1,0,0,-0.41266227,-0.18017733097076416,0.06248816192064971,0.030782968,0.03802916407585144,0.07980934304300269,0.22955829,-0.10112696886062622,-0.009714357608478275,-0.069942445,-0.06889474391937256,-0.09111446479646607,0.07784121,-0.07296082377433777,-0.0051391550401707065
0,1,0,1,0,0,0.32091415,-0.18017733097076416,0.06248816192064971,0.014651577,0.007358908653259277,-0.01383304690040793,0.18192229,-0.08722341060638428,0.03695819989975263,0.018379191,0.031815290451049805,0.015792520233576413,0.05784109,-0.03159654140472412,0.050438937568505926
0,1,0,0,0,1,0.24832942,-0.0794672966003418,0.1693951469506922,0.03653672,0.015284299850463867,0.15465574436554075,0.17539804,-0.06789886951446533,-0.034984121259150625,-0.03745462,0.031815290451049805,0.015792520233576413,0.03446047,0.014331519603729248,-0.03265713394486708
0,1,0,0,0,1,0.24832942,-0.0794672966003418,0.1693951469506922,0.03653672,0.015284299850463867,0.15465574436554075,0.17539804,-0.06789886951446533,-0.034984121259150625,-0.03745462,0.031815290451049805,0.015792520233576413,0.03446047,0.014331519603729248,-0.03265713394486708
1,1,0,1,0,0,-0.41266227,-0.18017733097076416,0.06248816192064971,0.030782968,0.03802916407585144,0.07980934304300269,0.22955829,-0.10112696886062622,-0.009714357608478275,-0.069942445,-0.06889474391937256,-0.09111446479646607,0.07784121,-0.07296082377433777,-0.0051391550401707065
1,1,0,0,1,0,-0.35572243,-0.1244402527809143,0.11587428574870645,0.06254624,0.05443015694618225,0.14799364130640885,0.30239913,-0.18482115864753723,-0.03989121595653733,0.07325456,-0.11121413111686707,-0.010075624689783957,-0.0736567,-0.03064143657684326,-0.08617799514685281
1,0,1,0,1,0,-0.42656276,-0.18983954191207886,-0.04095333235839921,-0.041152317,0.016427308320999146,0.0829478182027708,-0.26887766,-0.14681831002235413,0.025154607147100716,-0.01653052,0.02088668942451477,0.17959001209712838,-0.08884992,-0.05086797475814819,0.030457802215785923
0,0,0,0,1,1,0.28658792,-0.1279049813747406,0.02396280507850368,-0.05428656,0.05096542835235596,0.05608216063620608,0.18671769,-0.08488374948501587,0.0900707445840036,-0.06709446,0.06255340576171875,0.24158963950938306,-0.046762954,-0.021349608898162842,0.06591644978446759
1,0,0,0,1,0,-0.35971436,-0.1279049813747406,0.02396280507850368,-0.06585026,0.05443015694618225,0.14799364130640885,0.27669355,-0.14681831002235413,0.025154607147100716,-0.0034860403,-0.010878950357437134,0.12909253551397243,-0.05726318,-0.017462998628616333,-0.017821611468127996
1,1,0,0,0,1,-0.31829315,-0.0794672966003418,0.1693951469506922,0.06638974,0.06760859489440918,0.21635002498513367,0.28461367,-0.17480379343032837,-0.07776796916205225,0.041177955,-0.06889474391937256,-0.09111446479646607,0.0577056,-0.03064143657684326,-0.08617799514685281
1,1,1,0,1,0,-0.4361888,-0.20849385857582092,0.06494548754807461,0.035895992,0.016427308320999146,0.0829478182027708,-0.2945205,-0.18482115864753723,-0.03989121595653733,0.0184858,-0.014621138572692871,0.05151711680628368,-0.08886129,-0.040658801794052124,-0.04830124194133789
1,1,1,1,0,0,-0.435166,-0.1940808892250061,0.015815604412418804,0.029653018,0.03450709581375122,0.020199553950490612,-0.23114714,-0.10112696886062622,-0.009714357608478275,-0.010916825,0.00478208065032959,-0.023060853242892088,0.0847859,-0.060062021017074585,0.026276728107837877
0,1,1,1,1,0,0.36528137,-0.20836904644966125,-0.035331491480164345,0.018767737,0.014946579933166504,-0.1329600859031737,-0.25147143,-0.10140073299407959,0.06394308633166773,-0.0059022903,-0.014745950698852539,0.15179409583452264,-0.08213825,-0.045773863792419434,0.07742382400042103
0,1,0,1,0,0,0.32091415,-0.18017733097076416,0.06248816192064971,0.014651577,0.007358908653259277,-0.01383304690040793,0.18192229,-0.08722341060638428,0.03695819989975263,0.018379191,0.031815290451049805,0.015792520233576413,0.05784109,-0.03159654140472412,0.050438937568505926
0,0,1,0,1,0,0.3467544,-0.18983954191207886,-0.04095333235839921,-0.041590385,0.03508162498474121,-0.02295100170370301,-0.23183864,-0.08488374948501587,0.0900707445840036,-0.019067902,0.005389094352722168,0.26180318003399333,-0.091076,-0.08087712526321411,0.10905981985428659
0,1,1,1,0,1,0.34641078,-0.1940808892250061,0.015815604412418804,0.024557743,0.024683594703674316,-0.07684904991932084,-0.23078296,-0.08722341060638428,0.03695819989975263,0.010919802,0.01249074935913086,0.08773484139247967,0.077562936,-0.045773863792419434,0.07742382400042103
1,1,0,0,0,1,-0.31829315,-0.0794672966003418,0.1693951469506922,0.06638974,0.06760859489440918,0.21635002498513367,0.28461367,-0.17480379343032837,-0.07776796916205225,0.041177955,-0.06889474391937256,-0.09111446479646607,0.0577056,-0.03064143657684326,-0.08617799514685281
1,1,1,1,1,0,-0.45444798,-0.20836904644966125,-0.035331491480164345,-0.008407808,-0.019080519676208496,-0.045125077088073895,-0.23458347,-0.08822816610336304,0.02170152553953031,-0.022912063,-0.014621138572692871,0.05151711680628368,-0.11306769,-0.060062021017074585,0.026276728107837877
1,0,0,1,1,0,-0.43558148,-0.20133733749389648,-0.08853429891690695,0.0012734571,-0.04590502381324768,0.008825481102652466,0.24506722,-0.11505267024040222,0.07565208373025667,-0.021083493,-0.010878950357437134,0.12909253551397243,-0.043379318,0.010973364114761353,0.06584470690017952
0,1,0,1,0,0,0.32091415,-0.18017733097076416,0.06248816192064971,0.014651577,0.007358908653259277,-0.01383304690040793,0.18192229,-0.08722341060638428,0.03695819989975263,0.018379191,0.031815290451049805,0.015792520233576413,0.05784109,-0.03159654140472412,0.050438937568505926
1,1,1,1,1,0,-0.45444798,-0.20836904644966125,-0.035331491480164345,-0.008407808,-0.019080519676208496,-0.045125077088073895,-0.23458347,-0.08822816610336304,0.02170152553953031,-0.022912063,-0.014621138572692871,0.05151711680628368,-0.11306769,-0.060062021017074585,0.026276728107837877
0,0,0,1,0,0,0.3418691,-0.21084758639335632,-0.03115422802276091,-0.035060804,0.007358908653259277,-0.01383304690040793,0.18829322,-0.10454809665679932,0.09997420291866554,0.031115409,0.039740681648254395,0.1842813114995251,0.035492636,0.0014631152153015137,0.12322477779432556
1,1,1,0,1,0,-0.4361888,-0.20849385857582092,0.06494548754807461,0.035895992,0.016427308320999146,0.0829478182027708,-0.2945205,-0.18482115864753723,-0.03989121595653733,0.0184858,-0.014621138572692871,0.05151711680628368,-0.08886129,-0.040658801794052124,-0.04830124194133789
0,1,0,1,0,0,0.32091415,-0.18017733097076416,0.06248816192064971,0.014651577,0.007358908653259277,-0.01383304690040793,0.18192229,-0.08722341060638428,0.03695819989975263,0.018379191,0.031815290451049805,0.015792520233576413,0.05784109,-0.03159654140472412,0.050438937568505926
